"id_cliente","id_origem_comercial","id_usuario_cadastro","id_escolaridade","id_estado_civil","id_profissao","id_ocupacao","id_moradia","nm_cliente","dt_cadastro","dt_nascimento","fl_sexo","ds_email","nm_cidade_natal","cd_uf_natal","nm_cidade","cd_uf","fl_titularidade","fl_tipo_pessoa","fl_status_analise","fl_status_conta"
23609,94,58,3,5,14,11,2,CLIENTE NUMERO 23609,2022-12-03 14:50:05.000,1983-03-18,M,emailcliente23609@hotmail.com,SAO BERNARDO DO CAMPO,SP,BIRIGUI,SP,T,F,A,A
23626,56,7,1,6,59,3,1,CLIENTE NUMERO 23626,2022-04-19 09:20:58.000,1952-09-07,M,emailcliente23626@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
23709,42,17,1,3,2,8,2,CLIENTE NUMERO 23709,2022-01-15 12:52:02.000,1993-11-09,M,emailcliente23709@hotmail.com,VARSIA PAULISTA,SP,BIRIGUI,SP,T,F,A,B
23737,60,47,4,1,12,8,2,CLIENTE NUMERO 23737,2021-07-10 19:01:55.000,1999-12-24,M,emailcliente23737@hotmail.com,GOIOERE,PR,BIRIGUI,SP,T,F,A,A
23747,7,11,3,1,34,3,4,CLIENTE NUMERO 23747,2023-03-17 08:19:44.000,1986-04-25,F,emailcliente23747@hotmail.com,RECIFE,PE,BIRIGUI,SP,T,F,A,B
23779,78,12,1,3,4,9,1,CLIENTE NUMERO 23779,2023-03-21 18:50:00.000,1989-01-20,F,emailcliente23779@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
23843,56,46,2,3,86,4,3,CLIENTE NUMERO 23843,2021-12-19 10:20:58.000,1963-01-23,M,emailcliente23843@hotmail.com,MANAIRA,PB,BIRIGUI,SP,T,F,A,A
23850,52,96,3,2,9,6,6,CLIENTE NUMERO 23850,2021-03-03 18:15:44.000,1974-04-17,M,emailcliente23850@hotmail.com,TUPA,SP,BIRIGUI,SP,T,F,A,B
23885,69,33,4,2,4,11,4,CLIENTE NUMERO 23885,2021-02-25 11:07:37.000,1959-07-16,F,emailcliente23885@hotmail.com,UNIAO DA VITORIA ,PR,BIRIGUI,SP,T,F,A,A
23939,38,41,2,3,37,2,5,CLIENTE NUMERO 23939,2023-03-24 21:32:40.000,1984-01-28,M,emailcliente23939@hotmail.com,BIRIGUI ,SP,BIRIGUI,SP,T,F,A,A
23947,20,5,2,5,18,8,6,CLIENTE NUMERO 23947,2021-05-19 18:29:01.000,1997-05-30,M,emailcliente23947@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,A
23957,28,25,3,6,70,9,2,CLIENTE NUMERO 23957,2021-11-08 16:16:11.000,1989-02-08,M,emailcliente23957@hotmail.com,GUANAMBI,BA,BIRIGUI,SP,T,F,A,A
23982,19,22,4,1,63,3,6,CLIENTE NUMERO 23982,2021-01-11 16:22:56.000,1959-12-25,F,emailcliente23982@hotmail.com,SUD MENNUCCI,SP,BIRIGUI,SP,T,F,A,B
23987,15,99,4,4,24,5,6,CLIENTE NUMERO 23987,2021-11-24 09:48:14.000,1993-04-22,F,emailcliente23987@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,B
24022,80,61,1,1,37,11,1,CLIENTE NUMERO 24022,2021-11-10 11:12:34.000,1992-08-10,M,emailcliente24022@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
24067,14,27,1,3,80,6,2,CLIENTE NUMERO 24067,2022-02-10 11:47:45.000,1983-04-26,F,emailcliente24067@hotmail.com,PEREIRA BARRETO,SP,BIRIGUI,SP,T,F,A,B
24103,98,49,2,2,16,7,3,CLIENTE NUMERO 24103,2021-04-24 12:34:25.000,1975-06-22,F,emailcliente24103@hotmail.com,BARBOSA,SP,BIRIGUI,SP,T,F,A,A
24159,99,53,2,4,14,6,4,CLIENTE NUMERO 24159,2021-05-31 16:02:49.000,1989-03-25,F,emailcliente24159@hotmail.com,SANTA AMELIA,PR,BIRIGUI,SP,T,F,A,B
24208,28,80,2,8,34,11,2,CLIENTE NUMERO 24208,2021-12-19 09:25:16.000,1971-12-21,F,emailcliente24208@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
24235,59,43,3,7,106,5,4,CLIENTE NUMERO 24235,2021-07-10 10:49:57.000,2000-03-20,F,emailcliente24235@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
24249,96,45,2,5,81,5,3,CLIENTE NUMERO 24249,2021-04-19 15:34:27.000,1990-02-14,M,emailcliente24249@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
24252,14,43,4,2,96,3,2,CLIENTE NUMERO 24252,2022-06-06 11:12:07.000,1991-11-14,F,emailcliente24252@hotmail.com,BRUMADO,BA,BIRIGUI,SP,T,F,A,A
24255,73,54,3,5,78,7,1,CLIENTE NUMERO 24255,2022-08-25 15:11:49.000,1967-02-12,F,emailcliente24255@hotmail.com,VALPARAISO,SP,BIRIGUI,SP,T,F,A,A
24285,57,11,3,3,95,1,5,CLIENTE NUMERO 24285,2021-10-29 14:14:32.000,1979-01-02,M,emailcliente24285@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
24298,48,90,4,1,5,8,4,CLIENTE NUMERO 24298,2022-01-25 18:49:27.000,2000-05-01,M,emailcliente24298@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
24302,29,76,4,3,102,5,3,CLIENTE NUMERO 24302,2021-03-13 17:25:21.000,1976-08-19,M,emailcliente24302@hotmail.com,BARBOSA,SP,BIRIGUI,SP,T,F,A,A
24370,70,67,2,1,53,11,2,CLIENTE NUMERO 24370,2021-02-14 10:16:45.000,1989-10-15,F,emailcliente24370@hotmail.com,RINOPOLIS,SP,BIRIGUI,SP,T,F,A,A
13983,84,46,1,8,45,3,1,CLIENTE NUMERO 13983,2022-10-29 08:43:23.000,1989-08-06,M,emailcliente13983@hotmail.com,APARECIDA DO TABUADO,SP,BIRIGUI,SP,T,F,A,B
14059,57,26,2,4,97,9,6,CLIENTE NUMERO 14059,2021-01-14 09:42:05.000,1982-11-16,M,emailcliente14059@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
14064,56,90,3,3,4,11,3,CLIENTE NUMERO 14064,2022-11-30 15:17:11.000,1998-07-24,F,emailcliente14064@hotmail.com,BURITAMA,SP,BREJO ALEGRE,SP,T,F,A,A
14130,35,30,3,6,63,1,5,CLIENTE NUMERO 14130,2021-12-22 16:06:26.000,1966-09-08,F,emailcliente14130@hotmail.com,LUZIANIA ,SP,BIRIGUI,SP,T,F,A,B
14136,95,43,3,4,50,9,4,CLIENTE NUMERO 14136,2022-07-02 09:41:37.000,1954-08-02,M,emailcliente14136@hotmail.com,BURITAMA SP,SP,BURITAMA SP,SP,T,F,A,A
14138,94,80,3,6,9,7,4,CLIENTE NUMERO 14138,2022-08-26 15:44:06.000,1947-06-09,F,emailcliente14138@hotmail.com,BREJO ALEGRE SP,SP,BURITAMA SP,SP,T,F,A,A
14161,43,94,2,3,64,5,1,CLIENTE NUMERO 14161,2021-03-29 13:08:02.000,1949-03-03,F,emailcliente14161@hotmail.com,BARRA,BA,BIRIGUI,SP,T,F,A,A
14218,75,94,2,1,11,4,3,CLIENTE NUMERO 14218,2021-09-01 16:52:26.000,1951-02-10,M,emailcliente14218@hotmail.com,TURIUBA,SP,BURITAMA,SP,T,F,A,A
14220,5,10,3,4,67,9,1,CLIENTE NUMERO 14220,2021-07-17 15:52:25.000,1974-11-12,F,emailcliente14220@hotmail.com,PAULO AFONSO,BA,BURITAMA,SP,T,F,A,A
14225,72,27,1,7,59,4,2,CLIENTE NUMERO 14225,2022-09-17 10:46:22.000,1963-06-13,M,emailcliente14225@hotmail.com,BURITAMA ,,BURITAMA,SP,T,F,A,B
14300,98,20,4,4,95,11,5,CLIENTE NUMERO 14300,2022-12-19 15:39:53.000,1998-01-19,M,emailcliente14300@hotmail.com,VALPARAIZO,SP,BIRIGUI,SP,T,F,A,A
14311,89,99,3,3,105,3,6,CLIENTE NUMERO 14311,2021-06-26 09:25:30.000,1997-02-25,F,emailcliente14311@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,B
14375,53,8,4,5,94,5,2,CLIENTE NUMERO 14375,2021-03-17 18:15:20.000,1989-05-09,M,emailcliente14375@hotmail.com,VENCESLAU GUIMARAES,BA,BURITAMA,SP,T,F,A,A
14386,44,30,4,7,91,9,2,CLIENTE NUMERO 14386,2021-05-22 08:03:27.000,1965-02-15,M,emailcliente14386@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,A
14542,50,84,3,5,68,1,2,CLIENTE NUMERO 14542,2022-04-07 20:29:12.000,1987-10-10,M,emailcliente14542@hotmail.com,TIMBIRAS,MA,BURITAMA,SP,T,F,A,B
14721,83,34,3,8,36,3,3,CLIENTE NUMERO 14721,2022-06-23 15:49:51.000,1960-02-01,F,emailcliente14721@hotmail.com,SAO PAULO,SP,BURITAMA,SP,T,F,A,A
14772,9,92,2,2,90,1,2,CLIENTE NUMERO 14772,2022-12-17 19:03:31.000,1979-05-18,F,emailcliente14772@hotmail.com,SANTO ANDRE,SP,BURITAMA,SP,T,F,A,A
14876,16,53,1,8,70,1,5,CLIENTE NUMERO 14876,2021-07-22 12:56:01.000,1960-12-08,M,emailcliente14876@hotmail.com,BURITAMA SP,SP,BURITAMA SP,SP,T,F,A,A
14939,6,77,3,4,86,4,3,CLIENTE NUMERO 14939,2021-02-27 10:56:46.000,1958-06-06,M,emailcliente14939@hotmail.com,MIRINZAL ,MA,BURITAMA,SP,T,F,A,B
14967,63,78,3,7,57,9,4,CLIENTE NUMERO 14967,2021-11-28 11:52:05.000,1971-05-31,M,emailcliente14967@hotmail.com,AURELINO LEAL BA,BA,BURITAMA SP,SP,T,F,A,B
15004,41,22,4,8,33,8,4,CLIENTE NUMERO 15004,2021-10-28 14:59:36.000,1965-12-10,F,emailcliente15004@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,A
15009,15,84,1,1,36,6,3,CLIENTE NUMERO 15009,2021-01-20 12:45:33.000,1963-10-26,F,emailcliente15009@hotmail.com,ITUMBIARA ,GO,BURITAMA,SP,T,F,A,B
15044,50,72,2,6,88,11,2,CLIENTE NUMERO 15044,2021-07-26 17:55:14.000,1990-08-02,M,emailcliente15044@hotmail.com,BIRIGUI,SP,BREJO ALEGRE,SP,T,F,A,B
15154,16,11,2,8,2,11,6,CLIENTE NUMERO 15154,2022-07-09 17:58:02.000,1999-01-10,M,emailcliente15154@hotmail.com,ARACATUBA ,SP,BIRIGUI,SP,T,F,A,B
15170,45,10,3,3,29,2,1,CLIENTE NUMERO 15170,2021-02-10 11:34:46.000,1953-08-14,M,emailcliente15170@hotmail.com,SPAULO,SP,PLANALTO ,SP,T,F,A,A
15207,83,86,3,7,98,10,1,CLIENTE NUMERO 15207,2021-07-24 11:41:34.000,1984-02-29,M,emailcliente15207@hotmail.com,BURITAMA ,SP,BURITAMA ,SP,T,F,A,B
15334,11,20,4,3,10,10,2,CLIENTE NUMERO 15334,2022-02-27 11:53:02.000,1997-07-09,M,emailcliente15334@hotmail.com,BURITAMA,SP,TURIUBA,SP,T,F,A,A
15418,61,49,1,6,90,11,3,CLIENTE NUMERO 15418,2021-06-03 11:15:36.000,1974-05-12,M,emailcliente15418@hotmail.com,BIRIGUI,SP,LOURDES,SP,T,F,A,A
15455,23,82,4,7,83,4,3,CLIENTE NUMERO 15455,2021-12-09 17:17:46.000,1954-03-05,M,emailcliente15455@hotmail.com,MAIRINQUE ,SP,BIRIGUI,SP,T,F,A,B
15603,12,18,1,2,34,1,2,CLIENTE NUMERO 15603,2022-07-11 13:39:58.000,1988-06-01,M,emailcliente15603@hotmail.com,ITUBERA,BA,LOURDES SP,SP,T,F,A,B
15632,65,20,4,8,15,2,3,CLIENTE NUMERO 15632,2022-06-14 17:09:42.000,1945-10-21,F,emailcliente15632@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,A
15676,20,32,2,6,44,11,1,CLIENTE NUMERO 15676,2021-12-04 11:31:43.000,1969-02-28,F,emailcliente15676@hotmail.com,MACEIO,AL,BIRIGUI,SP,T,F,A,B
15694,93,67,3,5,103,1,4,CLIENTE NUMERO 15694,2021-07-05 14:31:34.000,1967-04-18,F,emailcliente15694@hotmail.com,PIACATU ,SP,BURITAMA ,SP,T,F,A,B
15775,64,86,1,1,1,3,2,CLIENTE NUMERO 15775,2023-03-16 16:31:36.000,1975-05-19,F,emailcliente15775@hotmail.com,PENAPOLIS,SP,GLICERIO ,SP,T,F,A,A
15886,51,95,3,6,5,1,4,CLIENTE NUMERO 15886,2021-07-29 14:59:40.000,1987-12-08,F,emailcliente15886@hotmail.com,ARACATUBA,SP,BURITAMA,SP,T,F,A,A
15908,62,15,1,1,34,8,6,CLIENTE NUMERO 15908,2022-05-06 15:25:16.000,1956-08-17,M,emailcliente15908@hotmail.com,DOIS VIZINHOS,PR,BURITAMA,SP,T,F,A,A
15996,24,83,4,6,102,1,4,CLIENTE NUMERO 15996,2021-11-22 11:41:03.000,1969-01-29,F,emailcliente15996@hotmail.com,BELA CRUZ ,CE,BIRIGUI,SP,T,F,A,B
15997,15,16,4,8,100,6,5,CLIENTE NUMERO 15997,2021-09-04 16:05:09.000,1967-02-03,F,emailcliente15997@hotmail.com,PALMEIRA DOS INDIOS ,AL,TURIUBA,SP,T,F,A,A
16029,20,97,1,6,7,1,6,CLIENTE NUMERO 16029,2021-07-26 17:03:12.000,1988-11-06,M,emailcliente16029@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,B
16084,36,38,1,1,11,4,6,CLIENTE NUMERO 16084,2021-07-08 16:43:31.000,1949-12-30,F,emailcliente16084@hotmail.com,ARACATUBA,SP,BURITAMA,SP,T,F,A,A
16147,99,32,2,2,90,6,3,CLIENTE NUMERO 16147,2023-01-15 10:21:10.000,1977-07-07,F,emailcliente16147@hotmail.com,SAO JOSE DO RIO PRETO,,BURITAMA,SP,T,F,A,B
16226,81,26,3,2,40,1,3,CLIENTE NUMERO 16226,2021-11-03 18:54:41.000,1996-05-16,M,emailcliente16226@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
16241,89,14,2,2,7,9,2,CLIENTE NUMERO 16241,2022-04-28 11:19:16.000,1978-03-07,M,emailcliente16241@hotmail.com,VOTUPORANGA,SP,LOURDES,SP,T,F,A,A
16273,21,24,4,6,6,1,2,CLIENTE NUMERO 16273,2021-08-21 15:01:52.000,1999-03-01,M,emailcliente16273@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
16310,94,20,3,8,39,11,3,CLIENTE NUMERO 16310,2023-01-21 12:07:00.000,1981-07-25,F,emailcliente16310@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
16356,1,27,2,7,83,4,3,CLIENTE NUMERO 16356,2022-08-06 18:59:26.000,1976-03-04,F,emailcliente16356@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
16400,35,24,1,8,24,4,4,CLIENTE NUMERO 16400,2022-06-18 14:08:16.000,1955-07-20,F,emailcliente16400@hotmail.com,SAO MARTINS DO OESTE,SP,BRAUNA,SP,T,F,A,A
16667,44,90,2,3,56,11,4,CLIENTE NUMERO 16667,2021-07-03 15:45:36.000,1958-12-07,F,emailcliente16667@hotmail.com,MIRANDOPOLIS,SP,BIRIGUI,SP,T,F,A,B
16742,36,38,2,7,74,1,5,CLIENTE NUMERO 16742,2023-02-15 17:33:25.000,1994-06-14,F,emailcliente16742@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,A
16828,62,64,2,3,33,9,4,CLIENTE NUMERO 16828,2023-01-27 19:39:16.000,1999-05-26,M,emailcliente16828@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
16857,91,77,3,4,104,5,1,CLIENTE NUMERO 16857,2023-01-05 14:31:26.000,1979-05-12,F,emailcliente16857@hotmail.com,CATOLE DO ROCHA,PB,BURITAMA,SP,T,F,A,A
17045,45,31,2,4,99,7,2,CLIENTE NUMERO 17045,2022-04-08 10:17:31.000,1982-04-23,F,emailcliente17045@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,A
17116,72,62,3,6,39,9,5,CLIENTE NUMERO 17116,2021-07-07 18:08:08.000,1986-07-12,M,emailcliente17116@hotmail.com,CAMPINAS,SP,BIRIGUI,SP,T,F,A,B
17118,96,36,3,4,106,10,5,CLIENTE NUMERO 17118,2022-04-10 09:30:12.000,1990-09-20,F,emailcliente17118@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,B
17162,54,89,3,2,13,2,6,CLIENTE NUMERO 17162,2021-02-24 15:58:22.000,1990-10-22,M,emailcliente17162@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,A
17224,88,69,2,8,26,11,6,CLIENTE NUMERO 17224,2021-11-30 11:43:32.000,1970-02-25,M,emailcliente17224@hotmail.com,BIRIGUI,SP,BURITAMA,SP,T,F,A,B
17537,32,5,1,4,71,5,3,CLIENTE NUMERO 17537,2022-09-03 18:11:40.000,1995-04-03,F,emailcliente17537@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
17592,1,30,1,3,16,2,2,CLIENTE NUMERO 17592,2023-01-11 11:28:33.000,1997-04-18,M,emailcliente17592@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
17685,76,42,1,5,30,9,4,CLIENTE NUMERO 17685,2022-10-03 19:13:31.000,1999-02-18,F,emailcliente17685@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
17776,43,45,2,7,30,9,5,CLIENTE NUMERO 17776,2022-12-04 11:17:57.000,1992-07-17,M,emailcliente17776@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
17835,86,54,3,6,92,10,3,CLIENTE NUMERO 17835,2021-07-17 14:46:43.000,1979-06-04,M,emailcliente17835@hotmail.com,BARBOSA FERRAZ,PR,BIRIGUI,SP,T,F,A,B
17918,4,89,4,8,15,10,5,CLIENTE NUMERO 17918,2022-02-03 12:17:59.000,1993-04-05,F,emailcliente17918@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
17987,4,78,2,8,64,11,3,CLIENTE NUMERO 17987,2022-06-28 16:00:26.000,1963-12-25,F,emailcliente17987@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
17997,97,25,3,6,41,3,1,CLIENTE NUMERO 17997,2022-10-07 17:43:42.000,1991-07-25,F,emailcliente17997@hotmail.com,DRACENBA,SP,BIRIGUI,SP,T,F,A,A
18000,33,77,1,5,98,11,5,CLIENTE NUMERO 18000,2021-08-29 12:31:36.000,1982-02-12,M,emailcliente18000@hotmail.com,PENAPOLIS ,SP,BIRIGUI,SP,T,F,A,B
18102,16,1,3,2,8,1,5,CLIENTE NUMERO 18102,2023-02-18 12:06:31.000,1997-03-26,F,emailcliente18102@hotmail.com,SANTO ANDRE,SP,BIRIGUI,SP,T,F,A,A
18157,56,3,2,3,59,1,2,CLIENTE NUMERO 18157,2021-11-04 10:43:38.000,1967-02-10,M,emailcliente18157@hotmail.com,BIRIGUI ,SP,BIRIGUI,SP,T,F,A,A
18188,5,32,1,3,104,3,4,CLIENTE NUMERO 18188,2021-06-08 09:04:46.000,1968-02-15,M,emailcliente18188@hotmail.com,SAO FRANCISCO,SP,TURIUBA,SP,T,F,A,A
18336,92,76,4,2,64,6,4,CLIENTE NUMERO 18336,2021-02-09 15:59:28.000,1973-08-02,M,emailcliente18336@hotmail.com,GASTAO VIDIGAL ,SP,GASTAO VIDIGAL,SP,T,F,A,B
18383,81,67,3,3,95,5,2,CLIENTE NUMERO 18383,2021-01-30 13:45:51.000,1978-11-02,F,emailcliente18383@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
18388,84,51,3,2,1,8,2,CLIENTE NUMERO 18388,2021-10-16 14:07:49.000,1982-12-24,M,emailcliente18388@hotmail.com,TAQUARAMA,AL,BIRIGUI,SP,T,F,A,A
18451,79,59,4,4,54,4,4,CLIENTE NUMERO 18451,2022-03-29 13:37:55.000,1991-02-01,F,emailcliente18451@hotmail.com,BURITAMA SP,SP,BURITAMA SP,SP,T,F,A,B
18455,74,36,1,7,73,6,3,CLIENTE NUMERO 18455,2022-08-22 15:45:59.000,1963-09-09,F,emailcliente18455@hotmail.com,BARBOSA,SP,BURITAMA,SP,T,F,A,A
18487,60,12,3,8,79,5,6,CLIENTE NUMERO 18487,2021-11-13 14:39:28.000,1997-02-10,M,emailcliente18487@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
18530,91,77,3,4,57,11,2,CLIENTE NUMERO 18530,2021-12-02 19:15:36.000,1997-10-24,F,emailcliente18530@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,B
18649,33,93,3,7,90,6,3,CLIENTE NUMERO 18649,2021-06-16 12:52:50.000,1972-01-29,F,emailcliente18649@hotmail.com,BIRIGUI,SP,LIVRAMENTO,SP,T,F,A,B
18702,27,15,4,3,90,7,4,CLIENTE NUMERO 18702,2022-12-18 12:45:27.000,1991-07-10,F,emailcliente18702@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
18726,36,16,3,4,61,11,5,CLIENTE NUMERO 18726,2021-10-28 19:26:26.000,1993-04-28,M,emailcliente18726@hotmail.com,MIRANDOPOLIS,SP,BIRIGUI,SP,T,F,A,B
18731,25,8,1,8,53,9,2,CLIENTE NUMERO 18731,2021-06-04 20:56:09.000,1974-11-23,F,emailcliente18731@hotmail.com,SAO PAULO,SP,GLICERIO,SP,T,F,A,B
18740,13,92,3,7,30,2,4,CLIENTE NUMERO 18740,2021-10-29 15:55:50.000,1979-06-06,M,emailcliente18740@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
18765,21,56,1,8,67,2,6,CLIENTE NUMERO 18765,2021-10-14 15:39:23.000,1973-04-13,M,emailcliente18765@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
18783,96,35,3,1,63,6,3,CLIENTE NUMERO 18783,2021-02-01 13:28:01.000,1974-04-11,M,emailcliente18783@hotmail.com,PENAPOLIS,SP,BIRIGUI,SP,T,F,A,A
18789,35,46,1,7,3,3,2,CLIENTE NUMERO 18789,2022-06-12 11:34:00.000,1978-01-20,M,emailcliente18789@hotmail.com,SAO PAULO,SP,BIRIGUI,SP,T,F,A,A
18870,44,35,4,8,46,11,1,CLIENTE NUMERO 18870,2023-02-28 20:29:24.000,1985-02-10,F,emailcliente18870@hotmail.com,CLEMENTINA,,BIRIGUI,SP,T,F,A,A
18891,42,88,4,1,19,10,2,CLIENTE NUMERO 18891,2021-01-11 19:00:05.000,1995-12-21,M,emailcliente18891@hotmail.com,BIRGUI,SP,BIRIGUI,SP,T,F,A,A
18909,78,75,2,5,32,3,3,CLIENTE NUMERO 18909,2022-01-07 12:08:39.000,1986-02-14,F,emailcliente18909@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
18926,66,50,2,7,29,4,6,CLIENTE NUMERO 18926,2021-06-12 15:34:32.000,1998-02-09,F,emailcliente18926@hotmail.com,VITORIA DA CONQUISTA ,BA,BIRIGUI,SP,T,F,A,B
18930,95,85,1,6,50,6,2,CLIENTE NUMERO 18930,2022-07-31 10:44:37.000,1986-05-01,F,emailcliente18930@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,A
18950,99,21,1,1,106,9,1,CLIENTE NUMERO 18950,2021-06-07 12:29:05.000,1974-06-26,F,emailcliente18950@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
18953,53,40,2,3,26,10,6,CLIENTE NUMERO 18953,2021-04-14 15:41:05.000,1966-02-08,F,emailcliente18953@hotmail.com,ARACATUBA,SP,BIRIGUI,SP,T,F,A,A
18972,76,39,1,6,76,7,2,CLIENTE NUMERO 18972,2022-07-04 14:08:56.000,1981-05-22,M,emailcliente18972@hotmail.com,TUPA,SP,BIRIGUI,SP,T,F,A,B
18973,62,26,4,4,91,3,1,CLIENTE NUMERO 18973,2021-12-19 08:47:24.000,1990-09-01,M,emailcliente18973@hotmail.com,PIANCO ,PB,BIRIGUI,SP,T,F,A,A
18990,35,32,1,2,8,5,5,CLIENTE NUMERO 18990,2021-04-15 15:14:42.000,1991-08-28,F,emailcliente18990@hotmail.com,ARARIPINA,PE,BIRIGUI,SP,T,F,A,B
19009,74,25,3,7,71,9,1,CLIENTE NUMERO 19009,2021-11-03 16:15:33.000,1954-05-08,M,emailcliente19009@hotmail.com,BIRIGUI,SP,BREJO ALEGRE,SP,T,F,A,B
19042,73,17,3,1,74,1,4,CLIENTE NUMERO 19042,2021-02-27 15:38:11.000,1976-08-24,M,emailcliente19042@hotmail.com,TRES PONTAS ,MG,BIRIGUI,SP,T,F,A,B
19075,57,66,4,1,76,1,3,CLIENTE NUMERO 19075,2023-04-03 12:41:06.000,1968-10-18,M,emailcliente19075@hotmail.com,BILAC,SP,BIRIGUI,SP,T,F,A,B
19090,7,26,1,3,13,3,5,CLIENTE NUMERO 19090,2021-12-12 10:40:16.000,1973-10-03,F,emailcliente19090@hotmail.com,ANDRADINA,SP,BIRIGUI,SP,T,F,A,A
19095,47,79,1,8,11,5,4,CLIENTE NUMERO 19095,2021-08-25 10:25:55.000,1977-04-26,M,emailcliente19095@hotmail.com,BIRIGUI ,SP,BIRIGUI,SP,T,F,A,B
19105,6,88,3,4,79,11,4,CLIENTE NUMERO 19105,2021-10-11 18:23:19.000,1973-12-04,M,emailcliente19105@hotmail.com,GUARULHOS,SP,BIRIGUI,SP,T,F,A,B
19123,94,90,1,4,91,2,3,CLIENTE NUMERO 19123,2021-07-10 11:29:03.000,1980-06-04,M,emailcliente19123@hotmail.com,S JOAO DO ARAGUAIA,PA,BIRIGUI,SP,T,F,A,B
19266,3,26,3,2,68,11,1,CLIENTE NUMERO 19266,2022-04-06 12:06:08.000,1978-01-27,F,emailcliente19266@hotmail.com,CLEMENTINA,,BIRIGUI,SP,T,F,A,A
19273,37,77,3,2,59,3,5,CLIENTE NUMERO 19273,2021-07-22 12:41:31.000,1996-12-25,M,emailcliente19273@hotmail.com,ARACATUBA SP,SP,BREJO ALEGRE SP,SP,T,F,A,B
19318,27,14,3,6,98,4,1,CLIENTE NUMERO 19318,2023-02-07 10:40:26.000,1997-08-04,M,emailcliente19318@hotmail.com,PENAPOLIS,SP,GLICERIO,SP,T,F,A,A
19352,40,98,3,6,100,5,3,CLIENTE NUMERO 19352,2021-08-03 19:02:04.000,1997-04-12,F,emailcliente19352@hotmail.com,BIRIGUI,SP,BIRIGUI,SP,T,F,A,B
19360,11,30,4,2,52,3,4,CLIENTE NUMERO 19360,2021-05-12 12:05:30.000,1956-04-06,F,emailcliente19360@hotmail.com,MIRACATU,SP,BIRIGUI,SP,T,F,A,B
19374,42,18,1,4,20,2,2,CLIENTE NUMERO 19374,2021-10-04 14:18:37.000,1991-09-27,F,emailcliente19374@hotmail.com,BURITAMA,SP,BURITAMA,SP,T,F,A,B
19375,44,91,1,1,14,4,5,CLIENTE NUMERO 19375,2021-10-27 15:03:50.000,1965-01-01,M,emailcliente19375@hotmail.com,IPORA,PR,BIRIGUI,SP,T,F,A,B
19381,82,35,2,2,11,2,5,CLIENTE NUMERO 19381,2022-06-06 20:17:13.000,1985-02-27,M,emailcliente19381@hotmail.com,AMAMBAI,MS,BIRIGUI,SP,T,F,A,A
